VideoConvert.g.en-US.resources:streamselect.baml,StreamSelectWindow:VideoConvert.Windows.StreamSelect.$Content,None,True,True,,#Grid_1;
VideoConvert.g.en-US.resources:streamselect.baml,StreamSelectWindow:System.Windows.Window.Title,Title,True,True,,Select streams
VideoConvert.g.en-US.resources:streamselect.baml,StreamSelectWindow:System.Windows.FrameworkElement.Height,None,False,True,,496
VideoConvert.g.en-US.resources:streamselect.baml,StreamSelectWindow:System.Windows.FrameworkElement.Width,None,False,True,,1024
VideoConvert.g.en-US.resources:streamselect.baml,StreamSelectWindow:System.Windows.Window.WindowStartupLocation,None,False,True,,CenterOwner
VideoConvert.g.en-US.resources:streamselect.baml,StreamSelectWindow:System.Windows.Window.WindowStyle,None,True,False,,SingleBorderWindow
VideoConvert.g.en-US.resources:streamselect.baml,StreamSelectWindow:System.Windows.Window.ResizeMode,None,False,True,,NoResize
VideoConvert.g.en-US.resources:streamselect.baml,Setter_1:System.Windows.Setter.Property,None,False,False,,Control.Template
VideoConvert.g.en-US.resources:streamselect.baml,ControlTemplate_1:System.Windows.Controls.ControlTemplate.$Content,None,False,True,,#Rectangle_1;
VideoConvert.g.en-US.resources:streamselect.baml,Rectangle_1:System.Windows.Shapes.Rectangle.$Content,None,False,True,,
VideoConvert.g.en-US.resources:streamselect.baml,PathGeometry_1:System.Windows.Media.PathGeometry.$Content,None,False,True,,
VideoConvert.g.en-US.resources:streamselect.baml,PathGeometry_1:System.Windows.Media.PathGeometry.Figures,None,True,True,,"M0,0 L0,6 L6,0 z"
VideoConvert.g.en-US.resources:streamselect.baml,Setter_2:System.Windows.Setter.Property,None,False,False,,UIElement.Focusable
VideoConvert.g.en-US.resources:streamselect.baml,Setter_2:System.Windows.Setter.Value,None,False,True,,False
VideoConvert.g.en-US.resources:streamselect.baml,Setter_3:System.Windows.Setter.Property,None,False,False,,FrameworkElement.Width
VideoConvert.g.en-US.resources:streamselect.baml,Setter_3:System.Windows.Setter.Value,None,False,True,,16
VideoConvert.g.en-US.resources:streamselect.baml,Setter_4:System.Windows.Setter.Property,None,False,False,,FrameworkElement.Height
VideoConvert.g.en-US.resources:streamselect.baml,Setter_4:System.Windows.Setter.Value,None,False,True,,16
VideoConvert.g.en-US.resources:streamselect.baml,Setter_5:System.Windows.Setter.Property,None,False,False,,Control.Template
VideoConvert.g.en-US.resources:streamselect.baml,ControlTemplate_2:System.Windows.Controls.ControlTemplate.$Content,None,False,True,,#Border_1;
VideoConvert.g.en-US.resources:streamselect.baml,Border_1:System.Windows.Controls.Border.Background,None,False,True,,\#00FFFFFF
VideoConvert.g.en-US.resources:streamselect.baml,Border_1:System.Windows.FrameworkElement.Height,None,False,True,,16
VideoConvert.g.en-US.resources:streamselect.baml,Border_1:System.Windows.Controls.Border.Padding,None,False,True,,"5,5,5,5"
VideoConvert.g.en-US.resources:streamselect.baml,Border_1:System.Windows.FrameworkElement.Width,None,False,True,,16
VideoConvert.g.en-US.resources:streamselect.baml,ExpandPath:System.Windows.Shapes.Path.$Content,None,False,True,,
VideoConvert.g.en-US.resources:streamselect.baml,ExpandPath:System.Windows.Shapes.Shape.Fill,None,False,True,,\#00FFFFFF
VideoConvert.g.en-US.resources:streamselect.baml,ExpandPath:System.Windows.Shapes.Shape.Stroke,None,False,True,,\#FF989898
VideoConvert.g.en-US.resources:streamselect.baml,RotateTransform_1:System.Windows.Media.RotateTransform.$Content,None,False,True,,
VideoConvert.g.en-US.resources:streamselect.baml,RotateTransform_1:System.Windows.Media.RotateTransform.Angle,None,False,True,,135
VideoConvert.g.en-US.resources:streamselect.baml,RotateTransform_1:System.Windows.Media.RotateTransform.CenterY,None,False,True,,3
VideoConvert.g.en-US.resources:streamselect.baml,RotateTransform_1:System.Windows.Media.RotateTransform.CenterX,None,False,True,,3
VideoConvert.g.en-US.resources:streamselect.baml,Trigger_1:System.Windows.Trigger.$Content,None,False,True,,#Setter_6;#Setter_7;
VideoConvert.g.en-US.resources:streamselect.baml,Trigger_1:System.Windows.Trigger.Property,None,False,False,,UIElement.IsMouseOver
VideoConvert.g.en-US.resources:streamselect.baml,Trigger_1:System.Windows.Trigger.Value,None,False,True,,True
VideoConvert.g.en-US.resources:streamselect.baml,Setter_6:System.Windows.Setter.Property,None,False,False,,Shape.Stroke
VideoConvert.g.en-US.resources:streamselect.baml,Setter_6:System.Windows.Setter.Value,None,False,True,,\#FF1BBBFA
VideoConvert.g.en-US.resources:streamselect.baml,Setter_7:System.Windows.Setter.Property,None,False,False,,Shape.Fill
VideoConvert.g.en-US.resources:streamselect.baml,Setter_7:System.Windows.Setter.Value,None,False,True,,\#00FFFFFF
VideoConvert.g.en-US.resources:streamselect.baml,Trigger_2:System.Windows.Trigger.$Content,None,False,True,,#Setter_8;#Setter_9;#Setter_10;
VideoConvert.g.en-US.resources:streamselect.baml,Trigger_2:System.Windows.Trigger.Property,None,False,False,,ToggleButton.IsChecked
VideoConvert.g.en-US.resources:streamselect.baml,Trigger_2:System.Windows.Trigger.Value,None,False,True,,True
VideoConvert.g.en-US.resources:streamselect.baml,Setter_8:System.Windows.Setter.Property,None,False,False,,UIElement.RenderTransform
